episode_id,timestep,split,node_id,pos_x,pos_y,vel_x,vel_y,speed,energy_remaining,mission_priority,in_disruption_zone,node_degree,dist_to_cs,dist_to_uav,can_reach_cs
1,7,train,S15,691.09,866.4,-0.21,-1.62,1.63,92.43,1,0,1,789.87,336.03,0
1,7,train,S16,688.3,693.2,1.48,-0.85,1.71,91.86,3,0,1,622.37,214.72,0
1,7,train,S17,634.31,489.2,3.63,-1.79,4.05,74.44,1,0,3,411.72,167.93,0
1,7,train,S18,348.54,582.1,4.53,1.21,4.69,92.17,2,0,1,505.33,151.67,0
1,7,train,S19,443.34,386.22,2.28,-3.45,4.13,81.05,3,0,3,291.78,211.51,0
1,8,train,S0,409.56,318.09,-1.62,0.75,1.78,70.61,2,0,4,236.1,258.27,0
1,8,train,S1,416.95,265.21,-3.02,-1.67,3.45,95.53,3,0,6,184.91,306.26,0
1,8,train,S2,387.69,778.51,2.68,-1.96,3.32,97.67,1,0,3,687.74,245.68,0
1,8,train,S3,348.53,877.57,-0.3,-1.04,1.08,98.89,3,0,3,792.19,351.84,0
1,8,train,S4,523.03,239.18,-2.42,-4.34,4.97,90.71,3,0,5,141.07,321.65,0
1,8,train,S5,356.48,821.76,0.69,3.62,3.69,86.99,1,0,3,735.89,298.52,0
1,8,train,S6,301.59,847.3,-2.88,2.69,3.94,81.75,1,0,3,773.19,349.16,0
1,8,train,S7,350.26,149.31,2.05,-3.48,4.04,90.66,3,0,1,157.65,437.13,0
1,8,train,S8,464.26,306.21,-2.94,1.25,3.2,97.87,1,0,6,209.28,256.3,0
1,8,train,S9,601.1,330.0,1.11,3.0,3.2,90.4,3,0,2,251.24,251.24,0
1,8,train,S10,561.83,675.35,-3.94,-0.29,3.95,77.72,3,0,2,578.66,130.87,0
1,8,train,S11,491.33,178.69,-2.58,-0.23,2.59,84.48,1,0,3,79.17,381.4,0
1,8,train,S12,604.39,584.45,1.55,4.3,4.57,96.76,3,0,5,495.57,107.21,0
1,8,train,S13,557.83,486.38,-1.41,3.1,3.41,82.15,2,0,2,390.68,93.62,0
1,8,train,S14,573.57,816.72,-0.91,1.48,1.74,79.69,1,0,1,720.49,267.06,0
1,8,train,S15,690.88,864.78,-0.21,-1.62,1.63,92.42,1,0,1,788.24,359.62,0
1,8,train,S16,689.78,692.35,1.48,-0.85,1.71,91.85,3,0,2,622.01,231.37,0
1,8,train,S17,637.95,487.4,3.63,-1.79,4.05,74.43,1,0,3,411.23,155.88,0
1,8,train,S18,353.07,583.3,4.53,1.21,4.69,92.16,2,0,1,505.14,148.76,0
1,8,train,S19,445.62,382.77,2.28,-3.45,4.13,81.04,3,0,3,287.96,185.38,0
1,9,train,S0,407.94,318.84,-1.62,0.75,1.78,70.6,2,0,3,237.42,230.35,0
1,9,train,S1,413.92,263.54,-3.02,-1.67,3.45,95.52,3,0,6,184.81,280.02,0
1,9,train,S2,390.38,776.55,2.68,-1.96,3.32,97.66,1,0,3,685.37,269.82,0
1,9,train,S3,348.23,876.53,-0.3,-1.04,1.08,98.88,3,0,3,791.22,378.31,0
1,9,train,S4,520.62,234.84,-2.42,-4.34,4.97,90.7,3,0,4,136.4,295.88,0
1,9,train,S5,357.17,825.38,0.69,3.62,3.69,86.98,1,0,3,739.31,328.1,0
1,9,train,S6,298.71,849.99,-2.88,2.69,3.94,81.74,1,0,3,776.53,378.03,0
1,9,train,S7,352.31,145.84,2.05,-3.48,4.04,90.65,3,0,1,154.64,411.57,0
1,9,train,S8,461.31,307.46,-2.94,1.25,3.2,97.86,1,0,5,211.03,225.88,0
1,9,train,S9,602.21,333.0,1.11,3.0,3.2,90.39,3,0,1,254.43,221.94,0
1,9,train,S10,557.88,675.06,-3.94,-0.29,3.95,77.71,3,0,2,577.96,156.18,0
1,9,train,S11,488.74,178.47,-2.58,-0.23,2.59,84.47,1,0,3,79.27,351.71,0
1,9,train,S12,605.93,588.75,1.55,4.3,4.57,96.75,3,0,5,500.1,121.13,0
1,9,train,S13,556.41,489.48,-1.41,3.1,3.41,82.14,2,0,2,393.54,69.46,0
1,9,train,S14,572.65,818.2,-0.91,1.48,1.74,79.68,1,0,1,721.87,297.22,0
1,9,train,S15,690.67,863.16,-0.21,-1.62,1.63,92.41,1,0,1,786.62,383.86,0
1,9,train,S16,691.26,691.5,1.48,-0.85,1.71,91.84,3,0,2,621.65,250.33,0
1,9,train,S17,641.58,485.61,3.63,-1.79,4.05,74.42,1,0,3,410.78,148.38,0
1,9,train,S18,357.61,584.51,4.53,1.21,4.69,92.15,2,0,1,505.0,152.47,0
1,9,train,S19,447.9,379.33,2.28,-3.45,4.13,81.03,3,0,3,284.14,159.43,0
1,10,train,S0,406.32,319.59,-1.62,0.75,1.78,70.59,2,0,3,238.74,203.28,0
1,10,train,S1,410.9,261.87,-3.02,-1.67,3.45,95.51,3,0,6,184.77,254.26,0
1,10,train,S2,393.06,774.59,2.68,-1.96,3.32,97.65,1,0,3,683.01,294.68,0
1,10,train,S3,347.93,875.49,-0.3,-1.04,1.08,98.87,3,0,3,790.26,405.11,0
1,10,train,S4,518.2,230.49,-2.42,-4.34,4.97,90.69,3,0,4,131.76,270.12,0
1,10,train,S5,357.87,829.0,0.69,3.62,3.69,86.97,1,0,3,742.73,358.39,0
1,10,train,S6,295.84,852.68,-2.88,2.69,3.94,81.73,1,0,3,779.88,407.51,0
1,10,train,S7,354.36,142.36,2.05,-3.48,4.04,90.64,3,0,2,151.67,386.16,0
1,10,train,S8,458.37,308.71,-2.94,1.25,3.2,97.85,1,0,5,212.82,195.77,0
1,10,train,S9,603.32,336.0,1.11,3.0,3.2,90.38,3,0,2,257.63,193.83,0
1,10,train,S10,553.94,674.77,-3.94,-0.29,3.95,77.7,3,0,2,577.29,182.9,0
1,10,train,S11,486.16,178.24,-2.58,-0.23,2.59,84.46,1,0,4,79.46,322.05,0
1,10,train,S12,607.48,593.05,1.55,4.3,4.57,96.74,3,0,5,504.63,142.16,0
1,10,train,S13,555.0,492.58,-1.41,3.1,3.41,82.13,2,0,2,396.42,55.5,0
1,10,train,S14,571.74,819.68,-0.91,1.48,1.74,79.67,1,0,1,723.25,327.63,0
1,10,train,S15,690.46,861.54,-0.21,-1.62,1.63,92.4,1,0,1,785.0,408.64,0
1,10,train,S16,692.75,690.65,1.48,-0.85,1.71,91.83,3,0,2,621.3,271.11,0
1,10,train,S17,645.21,483.82,3.63,-1.79,4.05,74.41,1,0,3,410.37,146.11,0
1,10,train,S18,362.14,585.72,4.53,1.21,4.69,92.14,2,0,1,504.91,162.34,0
1,10,train,S19,450.17,375.88,2.28,-3.45,4.13,81.02,3,1,3,280.34,133.75,0
1,11,train,S0,404.71,320.35,-1.62,0.75,1.78,70.58,2,0,3,240.07,177.42,0
1,11,train,S1,407.88,260.19,-3.02,-1.67,3.45,95.5,3,0,6,184.79,229.14,0
1,11,train,S2,395.74,772.63,2.68,-1.96,3.32,97.64,1,0,3,680.66,320.08,0
1,11,train,S3,347.64,874.45,-0.3,-1.04,1.08,98.86,3,0,3,789.3,432.2,0
1,11,train,S4,515.79,226.15,-2.42,-4.34,4.97,90.68,3,0,3,127.14,244.36,0
1,11,train,S5,358.56,832.62,0.69,3.62,3.69,86.96,1,0,3,746.15,389.23,0
1,11,train,S6,292.96,855.36,-2.88,2.69,3.94,81.72,1,0,3,783.22,437.46,0
1,11,train,S7,356.41,138.88,2.05,-3.48,4.04,90.63,3,0,2,148.76,360.92,0
1,11,train,S8,455.43,309.96,-2.94,1.25,3.2,97.84,1,0,5,214.64,166.14,0
1,11,train,S9,604.43,339.01,1.11,3.0,3.2,90.37,3,0,1,260.82,167.53,0
1,11,train,S10,550.0,674.47,-3.94,-0.29,3.95,77.69,3,0,1,576.65,210.5,0
1,11,train,S11,483.57,178.02,-2.58,-0.23,2.59,84.45,1,0,4,79.73,292.44,0
1,11,train,S12,609.02,597.35,1.55,4.3,4.57,96.73,3,0,5,509.16,167.64,0
1,11,train,S13,553.59,495.68,-1.41,3.1,3.41,82.12,2,0,2,399.3,59.43,0
1,11,train,S14,570.83,821.16,-0.91,1.48,1.74,79.66,1,0,1,724.63,358.23,0
1,11,train,S15,690.25,859.92,-0.21,-1.62,1.63,92.39,1,0,1,783.38,433.86,0
1,11,train,S16,694.23,689.8,1.48,-0.85,1.71,91.82,3,0,1,620.96,293.32,0
1,11,train,S17,648.85,482.02,3.63,-1.79,4.05,74.4,1,0,3,410.0,149.33,0
1,11,train,S18,366.68,586.93,4.53,1.21,4.69,92.13,2,0,1,504.85,177.34,0
1,11,train,S19,452.45,372.43,2.28,-3.45,4.13,81.01,3,1,3,276.55,108.54,0
1,12,train,S0,403.09,321.1,-1.62,0.75,1.78,70.57,2,0,3,241.41,153.39,0
1,12,train,S1,404.86,258.52,-3.02,-1.67,3.45,95.49,3,0,7,184.88,204.91,0
1,12,train,S2,398.42,770.67,2.68,-1.96,3.32,97.63,1,0,3,678.31,345.91,0
1,12,train,S3,347.34,873.41,-0.3,-1.04,1.08,98.85,3,0,3,788.34,459.51,0
1,12,train,S4,513.37,221.81,-2.42,-4.34,4.97,90.67,3,0,3,122.54,218.6,0
1,12,train,S5,359.25,836.24,0.69,3.62,3.69,86.95,1,0,3,749.58,420.5,0
1,12,train,S6,290.09,858.05,-2.88,2.69,3.94,81.71,1,0,3,786.58,467.79,0
1,12,train,S7,358.46,135.4,2.05,-3.48,4.04,90.62,3,0,2,145.9,335.88,0
1,12,train,S8,452.48,311.21,-2.94,1.25,3.2,97.83,1,0,5,216.48,137.28,0
1,12,train,S9,605.54,342.01,1.11,3.0,3.2,90.36,3,0,1,264.02,144.02,0
1,12,train,S10,546.05,674.18,-3.94,-0.29,3.95,77.68,3,0,1,576.03,238.67,0
1,12,train,S11,480.99,177.79,-2.58,-0.23,2.59,84.44,1,0,4,80.08,262.9,0
1,12,train,S12,610.57,601.65,1.55,4.3,4.57,96.72,3,0,5,513.69,195.85,0
1,12,train,S13,552.18,498.78,-1.41,3.1,3.41,82.11,2,0,2,402.18,78.6,0
1,12,train,S14,569.91,822.64,-0.91,1.48,1.74,79.65,1,0,1,726.01,388.97,0
1,12,train,S15,690.04,858.3,-0.21,-1.62,1.63,92.38,1,0,1,781.75,459.45,0
1,12,train,S16,695.72,688.95,1.48,-0.85,1.71,91.81,3,0,1,620.62,316.67,0
1,12,train,S17,652.48,480.23,3.63,-1.79,4.05,74.39,1,0,3,409.66,157.7,0
1,12,train,S18,371.21,588.14,4.53,1.21,4.69,92.12,2,0,1,504.84,196.3,0
1,12,train,S19,454.73,368.98,2.28,-3.45,4.13,81.0,3,1,3,272.77,84.22,0
1,13,train,S0,401.47,321.86,-1.62,0.75,1.78,70.56,2,0,3,242.75,132.2,0
1,13,train,S1,401.84,256.85,-3.02,-1.67,3.45,95.48,3,0,7,185.03,181.91,0
1,13,train,S2,401.11,768.71,2.68,-1.96,3.32,97.62,1,0,2,675.98,372.09,0
1,13,train,S3,347.04,872.37,-0.3,-1.04,1.08,98.84,3,0,3,787.37,487.02,0
1,13,train,S4,510.95,217.47,-2.42,-4.34,4.97,90.66,3,0,4,117.98,192.84,0
1,13,train,S5,359.95,839.86,0.69,3.62,3.69,86.94,1,0,3,753.0,452.1,0
1,13,train,S6,287.21,860.74,-2.88,2.69,3.94,81.7,1,0,2,789.94,498.44,0
1,13,train,S7,360.51,131.92,2.05,-3.48,4.04,90.61,3,0,2,143.1,311.11,0
1,13,train,S8,449.54,312.45,-2.94,1.25,3.2,97.82,1,0,5,218.37,109.83,0
1,13,train,S9,606.65,345.01,1.11,3.0,3.2,90.35,3,0,1,267.22,124.89,0
1,13,train,S10,542.11,673.89,-3.94,-0.29,3.95,77.67,3,0,1,575.43,267.23,0
1,13,train,S11,478.41,177.57,-2.58,-0.23,2.59,84.43,1,0,4,80.52,233.43,0
1,13,train,S12,612.12,605.95,1.55,4.3,4.57,96.71,3,0,4,518.22,225.75,0
1,13,train,S13,550.77,501.89,-1.41,3.1,3.41,82.1,2,0,2,405.08,104.98,0
1,13,train,S14,569.0,824.12,-0.91,1.48,1.74,79.64,1,0,1,727.4,419.83,0
1,13,train,S15,689.83,856.68,-0.21,-1.62,1.63,92.37,1,0,1,780.13,485.35,0
1,13,train,S16,697.2,688.1,1.48,-0.85,1.71,91.8,3,0,1,620.28,340.92,0
1,13,train,S17,656.12,478.44,3.63,-1.79,4.05,74.38,1,0,3,409.37,170.46,0
1,13,train,S18,375.74,589.35,4.53,1.21,4.69,92.11,2,0,0,504.88,218.19,0
1,13,train,S19,457.01,365.54,2.28,-3.45,4.13,80.99,3,1,3,268.99,61.85,0
1,14,train,S0,399.86,322.61,-1.62,0.75,1.78,70.55,2,0,4,244.1,115.42,0
1,14,train,S1,398.81,255.18,-3.02,-1.67,3.45,95.47,3,0,7,185.25,160.69,0
1,14,train,S2,403.79,766.75,2.68,-1.96,3.32,97.61,1,0,2,673.65,398.53,0
1,14,train,S3,346.74,871.33,-0.3,-1.04,1.08,98.83,3,0,3,786.41,514.68,0
1,14,train,S4,508.54,213.13,-2.42,-4.34,4.97,90.65,3,0,4,113.45,167.09,0
1,14,train,S5,360.64,843.48,0.69,3.62,3.69,86.93,1,0,3,756.43,483.98,0
1,14,train,S6,284.34,863.43,-2.88,2.69,3.94,81.69,1,0,2,793.3,529.35,0
1,14,train,S7,362.56,128.44,2.05,-3.48,4.04,90.6,3,0,2,140.36,286.66,0
1,14,train,S8,446.59,313.7,-2.94,1.25,3.2,97.81,1,0,6,220.28,85.13,0
1,14,train,S9,607.75,348.01,1.11,3.0,3.2,90.34,3,0,2,270.41,112.4,0
1,14,train,S10,538.17,673.6,-3.94,-0.29,3.95,77.66,3,0,1,574.87,296.07,0
1,14,train,S11,475.82,177.34,-2.58,-0.23,2.59,84.42,1,0,5,81.03,204.1,0
1,14,train,S12,613.66,610.24,1.55,4.3,4.57,96.7,3,0,3,522.75,256.77,0
1,14,train,S13,549.36,504.99,-1.41,3.1,3.41,82.09,2,1,2,407.99,134.38,0
1,14,train,S14,568.09,825.6,-0.91,1.48,1.74,79.63,1,0,1,728.79,450.77,0
1,14,train,S15,689.62,855.06,-0.21,-1.62,1.63,92.36,1,0,1,778.51,511.51,0
1,14,train,S16,698.69,687.25,1.48,-0.85,1.71,91.79,3,0,1,619.95,365.89,0
1,14,train,S17,659.75,476.64,3.63,-1.79,4.05,74.37,1,0,3,409.12,186.71,0
1,14,train,S18,380.28,590.56,4.53,1.21,4.69,92.1,2,0,0,504.96,242.22,0
1,14,train,S19,459.29,362.09,2.28,-3.45,4.13,80.98,3,1,3,265.23,44.48,0
1,15,train,S0,398.24,323.37,-1.62,0.75,1.78,70.54,2,0,4,245.45,105.19,0
1,15,train,S1,395.79,253.5,-3.02,-1.67,3.45,95.46,3,0,7,185.53,142.02,0
1,15,train,S2,406.47,764.78,2.68,-1.96,3.32,97.6,1,0,2,671.33,425.2,0
1,15,train,S3,346.44,870.3,-0.3,-1.04,1.08,98.82,3,0,3,785.45,542.48,0
1,15,train,S4,506.12,208.79,-2.42,-4.34,4.97,90.64,3,0,4,108.96,141.34,0
1,15,train,S5,361.33,847.11,0.69,3.62,3.69,86.92,1,0,3,759.87,516.08,0
1,15,train,S6,281.46,866.11,-2.88,2.69,3.94,81.68,1,0,2,796.67,560.48,0
1,15,train,S7,364.6,124.96,2.05,-3.48,4.04,90.59,3,0,2,137.68,262.63,0
1,15,train,S8,443.65,314.95,-2.94,1.25,3.2,97.8,1,0,5,222.22,66.36,0
1,15,train,S9,608.86,351.02,1.11,3.0,3.2,90.33,3,0,2,273.61,108.87,0
1,15,train,S10,534.22,673.31,-3.94,-0.29,3.95,77.65,3,0,1,574.33,325.12,0
1,15,train,S11,473.24,177.12,-2.58,-0.23,2.59,84.41,1,0,4,81.63,174.94,0
1,15,train,S12,615.21,614.54,1.55,4.3,4.57,96.69,3,0,3,527.28,288.54,0
1,15,train,S13,547.95,508.09,-1.41,3.1,3.41,82.08,2,1,2,410.9,165.2,0
1,15,train,S14,567.18,827.08,-0.91,1.48,1.74,79.62,1,0,1,730.17,481.78,0
1,15,train,S15,689.41,853.44,-0.21,-1.62,1.63,92.35,1,0,1,776.89,537.9,0
1,15,train,S16,700.17,686.4,1.48,-0.85,1.71,91.78,3,0,1,619.62,391.45,0
1,15,train,S17,663.39,474.85,3.63,-1.79,4.05,74.36,1,0,3,408.91,205.63,0
1,15,train,S18,384.81,591.77,4.53,1.21,4.69,92.09,2,0,0,505.08,267.81,0
1,15,train,S19,461.57,358.64,2.28,-3.45,4.13,80.97,3,1,3,261.48,39.39,0
1,16,train,S0,396.62,324.12,-1.62,0.75,1.78,70.53,2,0,4,246.81,103.46,0
1,16,train,S1,392.77,251.83,-3.02,-1.67,3.45,95.45,3,0,7,185.88,127.07,0
1,16,train,S2,409.16,762.82,2.68,-1.96,3.32,97.59,1,0,2,669.02,452.05,0
1,16,train,S3,346.14,869.26,-0.3,-1.04,1.08,98.81,3,0,3,784.49,570.4,0
1,16,train,S4,503.71,204.45,-2.42,-4.34,4.97,90.63,3,0,4,104.51,115.61,0
1,16,train,S5,362.02,850.73,0.69,3.62,3.69,86.91,1,0,3,763.3,548.37,0
1,16,train,S6,278.59,868.8,-2.88,2.69,3.94,81.67,1,0,2,800.05,591.78,0
1,16,train,S7,366.65,121.48,2.05,-3.48,4.04,90.58,3,0,2,135.07,239.14,0
1,16,train,S8,440.7,316.2,-2.94,1.25,3.2,97.79,1,0,5,224.19,59.42,0
1,16,train,S9,609.97,354.02,1.11,3.0,3.2,90.32,3,0,2,276.8,115.11,0
1,16,train,S10,530.28,673.02,-3.94,-0.29,3.95,77.64,3,0,1,573.82,354.31,0
1,16,train,S11,470.65,176.89,-2.58,-0.23,2.59,84.4,1,0,4,82.3,146.09,0
1,16,train,S12,616.75,618.84,1.55,4.3,4.57,96.68,3,0,3,531.82,320.84,0
1,16,train,S13,546.54,511.19,-1.41,3.1,3.41,82.07,2,1,2,413.82,196.78,0
1,16,train,S14,566.26,828.56,-0.91,1.48,1.74,79.61,1,0,1,731.56,512.86,0
1,16,train,S15,689.2,851.82,-0.21,-1.62,1.63,92.34,1,0,1,775.27,564.48,0
1,16,train,S16,701.66,685.55,1.48,-0.85,1.71,91.77,3,0,1,619.3,417.48,0
1,16,train,S17,667.02,473.06,3.63,-1.79,4.05,74.35,1,0,2,408.74,226.54,0
1,16,train,S18,389.35,592.98,4.53,1.21,4.69,92.08,2,0,0,505.24,294.55,0
1,16,train,S19,463.85,355.19,2.28,-3.45,4.13,80.96,3,1,4,257.74,50.45,0
1,17,train,S0,395.01,324.88,-1.62,0.75,1.78,70.52,2,0,4,248.18,110.64,1
1,17,train,S1,389.75,250.16,-3.02,-1.67,3.45,95.44,3,0,7,186.29,117.23,1
1,17,train,S2,411.84,760.86,2.68,-1.96,3.32,97.58,1,0,2,666.72,479.05,0
1,17,train,S3,345.84,868.22,-0.3,-1.04,1.08,98.8,3,0,3,783.53,598.41,0
1,17,train,S4,501.29,200.11,-2.42,-4.34,4.97,90.62,3,0,4,100.12,89.9,1
1,17,train,S5,362.72,854.35,0.69,3.62,3.69,86.9,1,0,3,766.74,580.8,0
1,17,train,S6,275.71,871.49,-2.88,2.69,3.94,81.66,1,0,2,803.43,623.25,0
1,17,train,S7,368.7,118.0,2.05,-3.48,4.04,90.57,3,0,2,132.53,216.38,1
1,17,train,S8,437.76,317.45,-2.94,1.25,3.2,97.78,1,0,5,226.18,68.03,1
1,17,train,S9,611.08,357.02,1.11,3.0,3.2,90.31,3,0,2,280.0,129.73,1
1,17,train,S10,526.34,672.73,-3.94,-0.29,3.95,77.63,3,0,1,573.33,383.63,1
1,17,train,S11,468.07,176.66,-2.58,-0.23,2.59,84.39,1,0,4,83.05,117.75,1
1,17,train,S12,618.3,623.14,1.55,4.3,4.57,96.67,3,0,3,536.35,353.52,1
1,17,train,S13,545.13,514.3,-1.41,3.1,3.41,82.06,2,1,2,416.75,228.79,1
1,17,train,S14,565.35,830.04,-0.91,1.48,1.74,79.6,1,0,1,732.95,543.98,0
1,17,train,S15,688.99,850.2,-0.21,-1.62,1.63,92.33,1,0,1,773.64,591.22,0
1,17,train,S16,703.14,684.7,1.48,-0.85,1.71,91.76,3,0,1,618.98,443.91,1
1,17,train,S17,670.65,471.26,3.63,-1.79,4.05,74.34,1,0,2,408.61,248.96,1
1,17,train,S18,393.88,594.19,4.53,1.21,4.69,92.07,2,0,0,505.45,322.17,0
1,17,train,S19,466.13,351.75,2.28,-3.45,4.13,80.95,3,1,4,254.01,70.43,1
1,18,train,S0,393.39,325.63,-1.62,0.75,1.78,70.51,2,0,4,249.55,125.19,1
1,18,train,S1,386.73,248.48,-3.02,-1.67,3.45,95.43,3,0,7,186.76,113.86,1
1,18,train,S2,414.52,758.9,2.68,-1.96,3.32,97.57,1,0,3,664.43,506.17,1
1,18,train,S3,345.55,867.18,-0.3,-1.04,1.08,98.79,3,0,3,782.57,626.51,1
1,18,train,S4,498.88,195.77,-2.42,-4.34,4.97,90.61,3,0,4,95.77,64.24,1
1,18,train,S5,363.41,857.97,0.69,3.62,3.69,86.89,1,0,3,770.18,613.37,1
1,18,train,S6,272.84,874.18,-2.88,2.69,3.94,81.65,1,0,2,806.82,654.84,1
1,18,train,S7,370.75,114.53,2.05,-3.48,4.04,90.56,3,0,3,130.06,194.6,1
1,18,train,S8,434.81,318.7,-2.94,1.25,3.2,97.77,1,0,5,228.21,87.72,1
1,18,train,S9,612.19,360.03,1.11,3.0,3.2,90.3,3,0,2,283.2,150.31,1
1,18,train,S10,522.39,672.43,-3.94,-0.29,3.95,77.62,3,0,2,572.87,413.04,1
1,18,train,S11,465.48,176.44,-2.58,-0.23,2.59,84.38,1,0,4,83.87,90.41,1
1,18,train,S12,619.84,627.44,1.55,4.3,4.57,96.66,3,0,3,540.88,386.49,1
1,18,train,S13,543.72,517.4,-1.41,3.1,3.41,82.05,2,1,2,419.68,261.08,1
1,18,train,S14,564.44,831.51,-0.91,1.48,1.74,79.59,1,0,1,734.35,575.14,0
1,18,train,S15,688.78,848.58,-0.21,-1.62,1.63,92.32,1,0,1,772.02,618.12,0
1,18,train,S16,704.62,683.85,1.48,-0.85,1.71,91.75,3,0,1,618.67,470.66,1
1,18,train,S17,674.29,469.47,3.63,-1.79,4.05,74.33,1,0,2,408.51,272.49,1
1,18,train,S18,398.42,595.39,4.53,1.21,4.69,92.06,2,0,0,505.7,350.44,0
1,18,train,S19,468.4,348.3,2.28,-3.45,4.13,80.94,3,0,4,250.3,93.78,1
1,19,train,S0,391.77,326.38,-1.62,0.75,1.78,70.5,2,0,4,250.92,126.97,1
1,19,train,S1,383.7,246.81,-3.02,-1.67,3.45,95.42,3,0,7,187.29,117.04,1
1,19,train,S2,417.2,756.94,2.68,-1.96,3.32,97.56,1,0,3,662.14,503.79,0
1,19,train,S3,345.25,866.14,-0.3,-1.04,1.08,98.78,3,0,3,781.61,625.58,0
1,19,train,S4,496.46,191.43,-2.42,-4.34,4.97,90.6,3,0,3,91.49,68.67,1
1,19,train,S5,364.1,861.59,0.69,3.62,3.69,86.88,1,0,3,773.62,616.75,0
1,19,train,S6,269.96,876.86,-2.88,2.69,3.94,81.64,1,0,2,810.21,658.36,0
1,19,train,S7,372.8,111.05,2.05,-3.48,4.04,90.55,3,0,3,127.68,195.87,1
1,19,train,S8,431.87,319.95,-2.94,1.25,3.2,97.76,1,0,4,230.26,90.75,1
1,19,train,S9,613.3,363.03,1.11,3.0,3.2,90.29,3,0,2,286.39,153.14,1
1,19,train,S10,518.45,672.14,-3.94,-0.29,3.95,77.61,3,0,2,572.44,412.56,0
1,19,train,S11,462.9,176.21,-2.58,-0.23,2.59,84.37,1,0,4,84.76,91.64,1
1,19,train,S12,621.39,631.74,1.55,4.3,4.57,96.65,3,0,3,545.42,391.05,0
1,19,train,S13,542.31,520.5,-1.41,3.1,3.41,82.04,2,1,1,422.62,263.91,0
1,19,train,S14,563.53,832.99,-0.91,1.48,1.74,79.58,1,0,1,735.74,576.5,0
1,19,train,S15,688.57,846.96,-0.21,-1.62,1.63,92.31,1,0,1,770.4,616.51,0
1,19,train,S16,706.11,683.0,1.48,-0.85,1.71,91.74,3,0,1,618.36,470.54,0
1,19,train,S17,677.92,467.68,3.63,-1.79,4.05,74.32,1,0,1,408.46,273.47,1
1,19,train,S18,402.95,596.6,4.53,1.21,4.69,92.05,2,0,0,506.0,350.32,0
1,19,train,S19,470.68,344.85,2.28,-3.45,4.13,80.93,3,0,4,246.6,89.77,1
1,20,train,S0,390.15,327.14,-1.62,0.75,1.78,70.49,2,0,4,252.31,128.74,1
1,20,train,S1,380.68,245.14,-3.02,-1.67,3.45,95.41,3,0,7,187.89,120.24,1
1,20,train,S2,419.89,754.98,2.68,-1.96,3.32,97.55,1,0,3,659.87,501.43,0
1,20,train,S3,344.95,865.1,-0.3,-1.04,1.08,98.77,3,0,3,780.65,624.65,0
1,20,train,S4,494.04,187.08,-2.42,-4.34,4.97,90.59,3,0,3,87.29,73.16,1
1,20,train,S5,364.8,865.21,0.69,3.62,3.69,86.87,1,0,3,777.06,620.13,0
1,20,train,S6,267.09,879.55,-2.88,2.69,3.94,81.63,1,0,2,813.6,661.89,0
1,20,train,S7,374.85,107.57,2.05,-3.48,4.04,90.54,3,0,3,125.38,197.23,1
1,20,train,S8,428.93,321.2,-2.94,1.25,3.2,97.75,1,0,4,232.34,93.79,1
1,20,train,S9,614.41,366.03,1.11,3.0,3.2,90.28,3,0,2,289.59,155.99,1
1,20,train,S10,514.51,671.85,-3.94,-0.29,3.95,77.6,3,0,2,572.04,412.11,0
1,20,train,S11,460.31,175.99,-2.58,-0.23,2.59,84.36,1,0,4,85.73,92.92,1
1,20,train,S12,622.93,636.04,1.55,4.3,4.57,96.64,3,0,3,549.95,395.62,0
1,20,train,S13,540.89,523.6,-1.41,3.1,3.41,82.03,2,1,1,425.57,266.75,0
1,20,train,S14,562.61,834.47,-0.91,1.48,1.74,79.57,1,0,1,737.14,577.87,0
1,20,train,S15,688.36,845.34,-0.21,-1.62,1.63,92.3,1,0,1,768.78,614.91,0
1,20,train,S16,707.59,682.15,1.48,-0.85,1.71,91.73,3,0,1,618.06,470.43,0
1,20,train,S17,681.56,465.88,3.63,-1.79,4.05,74.31,1,0,1,408.45,274.5,1
1,20,train,S18,407.48,597.81,4.53,1.21,4.69,92.04,2,0,0,506.34,350.25,0
1,20,train,S19,472.96,341.4,2.28,-3.45,4.13,80.92,3,0,4,242.91,85.78,1
1,21,train,S0,388.54,327.89,-1.62,0.75,1.78,70.48,2,0,4,253.69,130.51,1
1,21,train,S1,377.66,243.47,-3.02,-1.67,3.45,95.4,3,0,7,188.55,123.45,1
1,21,train,S2,422.57,753.02,2.68,-1.96,3.32,97.54,1,0,3,657.6,499.07,0
1,21,train,S3,344.65,864.06,-0.3,-1.04,1.08,98.76,3,0,3,779.69,623.72,0
1,21,train,S4,491.63,182.74,-2.42,-4.34,4.97,90.58,3,0,4,83.17,77.71,1
1,21,train,S5,365.49,868.83,0.69,3.62,3.69,86.86,1,0,3,780.51,623.51,0
1,21,train,S6,264.21,882.24,-2.88,2.69,3.94,81.62,1,0,2,817.0,665.41,0
1,21,train,S7,376.9,104.09,2.05,-3.48,4.04,90.53,3,0,4,123.17,198.65,1
1,21,train,S8,425.98,322.45,-2.94,1.25,3.2,97.74,1,0,4,234.44,96.84,1
1,21,train,S9,615.51,369.04,1.11,3.0,3.2,90.27,3,0,2,292.79,158.85,1
1,21,train,S10,510.56,671.56,-3.94,-0.29,3.95,77.59,3,0,2,571.66,411.7,0
1,21,train,S11,457.73,175.76,-2.58,-0.23,2.59,84.35,1,0,4,86.76,94.25,1
