episode_id,timestep,split,source_node,target_node,distance_m,link_quality,is_active,crosses_disruption
0,15,train,S13,S16,93.94,0.5303,1,0
0,15,train,S14,S15,128.35,0.3582,1,0
0,15,train,S15,UAV,173.48,0.4217,1,1
0,15,train,S16,S18,127.69,0.3616,1,1
0,16,train,S0,S19,119.18,0.4041,1,0
0,16,train,S0,UAV,120.34,0.5989,1,0
0,16,train,S1,S7,88.49,0.5575,1,0
0,16,train,S1,UAV,181.42,0.3953,1,0
0,16,train,S2,S5,135.68,0.3216,1,0
0,16,train,S2,S9,44.61,0.777,1,0
0,16,train,S2,S15,81.94,0.5903,1,0
0,16,train,S2,S17,103.55,0.4823,1,0
0,16,train,S3,S12,95.23,0.5238,1,0
0,16,train,S3,S16,138.82,0.3059,1,0
0,16,train,S4,S6,118.72,0.4064,1,0
0,16,train,S4,S13,62.37,0.6881,1,0
0,16,train,S4,S16,47.15,0.7643,1,0
0,16,train,S5,S14,67.09,0.6646,1,0
0,16,train,S5,S15,139.75,0.3013,1,0
0,16,train,S5,S17,107.57,0.4622,1,0
0,16,train,S6,S8,120.67,0.3967,1,0
0,16,train,S6,S13,57.22,0.7139,1,0
0,16,train,S6,S18,126.47,0.3677,1,1
0,16,train,S7,S11,113.73,0.4313,1,0
0,16,train,S7,UAV,173.18,0.4227,1,0
0,16,train,S9,S15,126.13,0.3693,1,0
0,16,train,S9,S17,77.57,0.6121,1,0
0,16,train,S12,S16,94.03,0.5298,1,0
0,16,train,S13,S16,92.17,0.5391,1,0
0,16,train,S14,S15,125.24,0.3738,1,0
0,16,train,S15,UAV,179.51,0.4016,1,0
0,16,train,S16,S18,127.83,0.3608,1,1
0,16,train,S19,UAV,195.52,0.3483,1,0
0,17,train,S0,S19,124.97,0.3751,1,0
0,17,train,S0,UAV,91.03,0.6966,1,0
0,17,train,S1,S7,88.11,0.5594,1,0
0,17,train,S1,UAV,187.85,0.3738,1,0
0,17,train,S2,S5,136.98,0.3151,1,0
0,17,train,S2,S9,46.36,0.7682,1,0
0,17,train,S2,S15,81.71,0.5915,1,0
0,17,train,S2,S17,109.7,0.4515,1,0
0,17,train,S2,UAV,134.46,0.5518,1,0
0,17,train,S3,S12,100.98,0.4951,1,0
0,17,train,S3,S16,138.27,0.3086,1,0
0,17,train,S4,S6,116.29,0.4185,1,0
0,17,train,S4,S13,57.73,0.7113,1,0
0,17,train,S4,S16,47.75,0.7613,1,0
0,17,train,S5,S14,67.58,0.6621,1,0
0,17,train,S5,S15,133.32,0.3334,1,0
0,17,train,S5,S17,110.82,0.4459,1,0
0,17,train,S6,S8,117.82,0.4109,1,0
0,17,train,S6,S13,59.12,0.7044,1,0
0,17,train,S6,S18,128.15,0.3592,1,1
0,17,train,S7,S11,116.44,0.4178,1,0
0,17,train,S7,UAV,193.17,0.3561,1,0
0,17,train,S9,S15,126.25,0.3687,1,0
0,17,train,S9,S17,78.53,0.6074,1,0
0,17,train,S9,UAV,132.29,0.559,1,0
0,17,train,S12,S16,94.3,0.5285,1,0
